time;NETWORK_Load2_P;NETWORK_Load2_Q;NETWORK_Transformer_P1_value;NETWORK_Transformer_P2_value;NETWORK_Transformer_Q1_value;NETWORK_Transformer_Q2_value;NETWORK_VL1_BUS1_U;NETWORK_VL2_BUS1_U;
19.8865808279;0.0404284777;0.0051076932;-0.0404284775;0.0406066838;-0.0051076931;0.0059395135;1.9868102008;1.0002384043;
19.8917538828;0.0404284732;0.0051076920;-0.0404284725;0.0406066788;-0.0051076918;0.0059395122;1.9868099508;1.0002382791;
19.9020999926;0.0404284625;0.0051076893;-0.0404284623;0.0406066686;-0.0051076893;0.0059395096;1.9868094516;1.0002380288;
19.9072730475;0.0404284580;0.0051076882;-0.0404284573;0.0406066636;-0.0051076879;0.0059395083;1.9868092027;1.0002379041;
19.9176191572;0.0404284473;0.0051076855;-0.0404284471;0.0406066534;-0.0051076854;0.0059395058;1.9868087055;1.0002376549;
19.9227922121;0.0404284429;0.0051076844;-0.0404284421;0.0406066484;-0.0051076841;0.0059395045;1.9868084577;1.0002375307;
19.9331383219;0.0404284322;0.0051076817;-0.0404284320;0.0406066383;-0.0051076816;0.0059395020;1.9868079626;1.0002372826;
19.9383113768;0.0404284278;0.0051076805;-0.0404284270;0.0406066333;-0.0051076803;0.0059395007;1.9868077158;1.0002371589;
19.9486574866;0.0404284171;0.0051076779;-0.0404284169;0.0406066232;-0.0051076778;0.0059394982;1.9868072227;1.0002369117;
19.9538305415;0.0404284128;0.0051076767;-0.0404284120;0.0406066183;-0.0051076765;0.0059394969;1.9868069769;1.0002367885;
19.9641766513;0.0404284022;0.0051076741;-0.0404284019;0.0406066082;-0.0051076740;0.0059394944;1.9868064858;1.0002365424;
19.9693497061;0.0404283978;0.0051076730;-0.0404283970;0.0406066033;-0.0051076727;0.0059394931;1.9868062410;1.0002364197;
19.9796958159;0.0404283872;0.0051076703;-0.0404283870;0.0406065933;-0.0051076702;0.0059394906;1.9868057520;1.0002361746;
19.9848688708;0.0404283829;0.0051076692;-0.0404283821;0.0406065884;-0.0051076690;0.0059394893;1.9868055082;1.0002360524;
19.9952149806;0.0404283724;0.0051076665;-0.0404283721;0.0406065784;-0.0051076665;0.0059394868;1.9868050210;1.0002358083;
20.0003880355;0.0404283680;0.0051076654;-0.0404283672;0.0406065735;-0.0051076652;0.0059394856;1.9868047782;1.0002356866;
20.0107341453;0.0404283575;0.0051076628;-0.0404283573;0.0406065636;-0.0051076627;0.0059394831;1.9868042931;1.0002354435;
20.0159072002;0.0404283533;0.0051076617;-0.0404283524;0.0406065587;-0.0051076615;0.0059394818;1.9868040512;1.0002353222;
20.0262533099;0.0404283428;0.0051076591;-0.0404283426;0.0406065488;-0.0051076590;0.0059394794;1.9868035680;1.0002350801;
20.0314263648;0.0404283385;0.0051076580;-0.0404283377;0.0406065439;-0.0051076577;0.0059394781;1.9868033271;1.0002349593;
20.0417724746;0.0404283281;0.0051076554;-0.0404283279;0.0406065341;-0.0051076553;0.0059394757;1.9868028457;1.0002347181;
20.0469455295;0.0404283239;0.0051076543;-0.0404283230;0.0406065293;-0.0051076540;0.0059394744;1.9868026058;1.0002345978;
20.0572916393;0.0404283135;0.0051076517;-0.0404283132;0.0406065194;-0.0051076516;0.0059394720;1.9868021263;1.0002343575;
20.0624646942;0.0404283093;0.0051076506;-0.0404283084;0.0406065146;-0.0051076503;0.0059394707;1.9868018873;1.0002342377;
20.0728108040;0.0404282989;0.0051076480;-0.0404282986;0.0406065049;-0.0051076479;0.0059394683;1.9868014097;1.0002339983;
20.0779838589;0.0404282947;0.0051076469;-0.0404282939;0.0406065001;-0.0051076467;0.0059394670;1.9868011716;1.0002338790;
20.0883299686;0.0404282844;0.0051076443;-0.0404282841;0.0406064903;-0.0051076442;0.0059394646;1.9868006958;1.0002336405;
20.0935030235;0.0404282802;0.0051076432;-0.0404282793;0.0406064855;-0.0051076430;0.0059394633;1.9868004586;1.0002335217;
20.1038491333;0.0404282699;0.0051076406;-0.0404282696;0.0406064758;-0.0051076406;0.0059394609;1.9867999846;1.0002332841;
20.1090221882;0.0404282658;0.0051076396;-0.0404282649;0.0406064711;-0.0051076393;0.0059394597;1.9867997484;1.0002331657;
20.1193682980;0.0404282555;0.0051076370;-0.0404282552;0.0406064614;-0.0051076369;0.0059394573;1.9867992761;1.0002329290;
20.1245413529;0.0404282514;0.0051076360;-0.0404282505;0.0406064567;-0.0051076357;0.0059394560;1.9867990408;1.0002328111;
20.1348874626;0.0404282411;0.0051076334;-0.0404282409;0.0406064470;-0.0051076333;0.0059394537;1.9867985703;1.0002325753;
20.1400605175;0.0404282370;0.0051076323;-0.0404282361;0.0406064423;-0.0051076321;0.0059394524;1.9867983358;1.0002324577;
20.1504066273;0.0404282268;0.0051076298;-0.0404282266;0.0406064327;-0.0051076297;0.0059394500;1.9867978671;1.0002322228;
20.1555796822;0.0404282228;0.0051076287;-0.0404282219;0.0406064280;-0.0051076285;0.0059394488;1.9867976335;1.0002321057;
20.1659257920;0.0404282126;0.0051076262;-0.0404282123;0.0406064185;-0.0051076261;0.0059394464;1.9867971665;1.0002318717;
20.1710988469;0.0404282085;0.0051076251;-0.0404282076;0.0406064138;-0.0051076249;0.0059394452;1.9867969337;1.0002317550;
20.1814449567;0.0404281984;0.0051076226;-0.0404281981;0.0406064042;-0.0051076225;0.0059394428;1.9867964684;1.0002315218;
20.1866180116;0.0404281943;0.0051076216;-0.0404281934;0.0406063996;-0.0051076213;0.0059394416;1.9867962365;1.0002314056;
20.1969641213;0.0404281842;0.0051076190;-0.0404281839;0.0406063901;-0.0051076189;0.0059394393;1.9867957729;1.0002311732;
20.2021371762;0.0404281802;0.0051076180;-0.0404281793;0.0406063854;-0.0051076177;0.0059394380;1.9867955418;1.0002310574;
20.2124832860;0.0404281701;0.0051076154;-0.0404281698;0.0406063760;-0.0051076154;0.0059394357;1.9867950798;1.0002308259;
20.2176563409;0.0404281661;0.0051076144;-0.0404281652;0.0406063713;-0.0051076141;0.0059394345;1.9867948496;1.0002307105;
20.2280024507;0.0404281561;0.0051076119;-0.0404281558;0.0406063619;-0.0051076118;0.0059394321;1.9867943892;1.0002304798;
20.2331755056;0.0404281521;0.0051076109;-0.0404281512;0.0406063573;-0.0051076106;0.0059394309;1.9867941598;1.0002303648;
20.2435216154;0.0404281421;0.0051076083;-0.0404281418;0.0406063479;-0.0051076083;0.0059394286;1.9867937011;1.0002301349;
20.2486946702;0.0404281381;0.0051076074;-0.0404281372;0.0406063433;-0.0051076071;0.0059394274;1.9867934725;1.0002300203;
20.2590407800;0.0404281281;0.0051076048;-0.0404281278;0.0406063339;-0.0051076048;0.0059394251;1.9867930153;1.0002297912;
20.2642138349;0.0404281242;0.0051076038;-0.0404281233;0.0406063294;-0.0051076035;0.0059394239;1.9867927875;1.0002296770;
20.2745599447;0.0404281142;0.0051076013;-0.0404281139;0.0406063200;-0.0051076012;0.0059394216;1.9867923320;1.0002294487;
20.2797329996;0.0404281103;0.0051076003;-0.0404281094;0.0406063155;-0.0051076000;0.0059394204;1.9867921050;1.0002293349;
20.2900791094;0.0404281004;0.0051075978;-0.0404281001;0.0406063062;-0.0051075977;0.0059394181;1.9867916510;1.0002291074;
20.2952521643;0.0404280965;0.0051075968;-0.0404280955;0.0406063016;-0.0051075965;0.0059394169;1.9867914247;1.0002289940;
20.3055982740;0.0404280865;0.0051075943;-0.0404280863;0.0406062923;-0.0051075942;0.0059394146;1.9867909723;1.0002287672;
20.3107713289;0.0404280827;0.0051075934;-0.0404280817;0.0406062878;-0.0051075930;0.0059394134;1.9867907468;1.0002286542;
20.3211174387;0.0404280728;0.0051075908;-0.0404280725;0.0406062786;-0.0051075908;0.0059394111;1.9867902959;1.0002284282;
20.3262904936;0.0404280690;0.0051075899;-0.0404280680;0.0406062741;-0.0051075896;0.0059394099;1.9867900712;1.0002283156;
20.3366366034;0.0404280591;0.0051075874;-0.0404280588;0.0406062648;-0.0051075873;0.0059394076;1.9867896218;1.0002280904;
20.3418096583;0.0404280553;0.0051075864;-0.0404280543;0.0406062603;-0.0051075861;0.0059394064;1.9867893978;1.0002279781;
20.3521557681;0.0404280454;0.0051075839;-0.0404280451;0.0406062512;-0.0051075838;0.0059394042;1.9867889499;1.0002277536;
20.3573288230;0.0404280416;0.0051075830;-0.0404280406;0.0406062467;-0.0051075827;0.0059394030;1.9867887266;1.0002276417;
20.3676749327;0.0404280318;0.0051075805;-0.0404280315;0.0406062375;-0.0051075804;0.0059394007;1.9867882802;1.0002274180;
20.3728479876;0.0404280280;0.0051075795;-0.0404280270;0.0406062331;-0.0051075792;0.0059393995;1.9867880577;1.0002273065;
20.3831940974;0.0404280182;0.0051075771;-0.0404280179;0.0406062239;-0.0051075770;0.0059393973;1.9867876127;1.0002270835;
20.3883671523;0.0404280145;0.0051075761;-0.0404280134;0.0406062195;-0.0051075758;0.0059393961;1.9867873909;1.0002269723;
20.3987132621;0.0404280047;0.0051075736;-0.0404280044;0.0406062104;-0.0051075736;0.0059393939;1.9867869474;1.0002267500;
20.4038863170;0.0404280010;0.0051075727;-0.0404279999;0.0406062059;-0.0051075724;0.0059393927;1.9867867263;1.0002266392;
20.4142324267;0.0404279912;0.0051075702;-0.0404279909;0.0406061969;-0.0051075701;0.0059393904;1.9867862842;1.0002264176;
20.4194054816;0.0404279875;0.0051075693;-0.0404279864;0.0406061925;-0.0051075690;0.0059393893;1.9867860638;1.0002263072;
20.4297515914;0.0404279777;0.0051075668;-0.0404279774;0.0406061834;-0.0051075667;0.0059393870;1.9867856231;1.0002260863;
20.4349246463;0.0404279741;0.0051075659;-0.0404279730;0.0406061790;-0.0051075656;0.0059393859;1.9867854035;1.0002259762;
20.4452707561;0.0404279643;0.0051075634;-0.0404279640;0.0406061700;-0.0051075634;0.0059393837;1.9867849641;1.0002257560;
20.4504438110;0.0404279607;0.0051075625;-0.0404279596;0.0406061656;-0.0051075622;0.0059393825;1.9867847452;1.0002256463;
20.4607899208;0.0404279510;0.0051075601;-0.0404279506;0.0406061566;-0.0051075600;0.0059393803;1.9867843072;1.0002254268;
20.4659629757;0.0404279473;0.0051075591;-0.0404279463;0.0406061523;-0.0051075588;0.0059393791;1.9867840889;1.0002253174;
20.4763090854;0.0404279376;0.0051075567;-0.0404279373;0.0406061433;-0.0051075566;0.0059393769;1.9867836523;1.0002250985;
20.4814821403;0.0404279340;0.0051075558;-0.0404279329;0.0406061389;-0.0051075554;0.0059393757;1.9867834347;1.0002249895;
20.4918282501;0.0404279244;0.0051075533;-0.0404279240;0.0406061300;-0.0051075533;0.0059393735;1.9867829994;1.0002247713;
20.4970013050;0.0404279208;0.0051075524;-0.0404279197;0.0406061257;-0.0051075521;0.0059393724;1.9867827825;1.0002246626;
20.5073474148;0.0404279111;0.0051075500;-0.0404279108;0.0406061167;-0.0051075499;0.0059393702;1.9867823485;1.0002244451;
20.5125204697;0.0404279076;0.0051075491;-0.0404279064;0.0406061124;-0.0051075487;0.0059393690;1.9867821323;1.0002243367;
20.5228665795;0.0404278979;0.0051075467;-0.0404278976;0.0406061035;-0.0051075466;0.0059393669;1.9867816996;1.0002241199;
20.5280396343;0.0404278944;0.0051075458;-0.0404278933;0.0406060992;-0.0051075454;0.0059393657;1.9867814840;1.0002240118;
20.5383857441;0.0404278848;0.0051075433;-0.0404278844;0.0406060904;-0.0051075432;0.0059393635;1.9867810527;1.0002237956;
20.5435587990;0.0404278812;0.0051075424;-0.0404278801;0.0406060861;-0.0051075421;0.0059393624;1.9867808377;1.0002236879;
20.5539049088;0.0404278716;0.0051075400;-0.0404278713;0.0406060772;-0.0051075399;0.0059393602;1.9867804076;1.0002234724;
20.5590779637;0.0404278681;0.0051075391;-0.0404278670;0.0406060729;-0.0051075388;0.0059393591;1.9867801933;1.0002233649;
20.5694240735;0.0404278586;0.0051075367;-0.0404278582;0.0406060641;-0.0051075366;0.0059393569;1.9867797645;1.0002231500;
20.5745971284;0.0404278551;0.0051075358;-0.0404278539;0.0406060599;-0.0051075355;0.0059393558;1.9867795508;1.0002230429;
20.5849432381;0.0404278455;0.0051075334;-0.0404278451;0.0406060511;-0.0051075333;0.0059393536;1.9867791232;1.0002228286;
20.5901162930;0.0404278421;0.0051075325;-0.0404278409;0.0406060468;-0.0051075322;0.0059393525;1.9867789102;1.0002227219;
20.6004624028;0.0404278325;0.0051075301;-0.0404278321;0.0406060380;-0.0051075300;0.0059393503;1.9867784839;1.0002225082;
20.6056354577;0.0404278291;0.0051075293;-0.0404278279;0.0406060338;-0.0051075289;0.0059393492;1.9867782715;1.0002224017;
20.6159815675;0.0404278195;0.0051075269;-0.0404278192;0.0406060251;-0.0051075268;0.0059393470;1.9867778463;1.0002221887;
20.6211546224;0.0404278161;0.0051075260;-0.0404278149;0.0406060208;-0.0051075256;0.0059393459;1.9867776345;1.0002220825;
20.6315007322;0.0404278066;0.0051075236;-0.0404278062;0.0406060121;-0.0051075235;0.0059393438;1.9867772106;1.0002218701;
20.6366737871;0.0404278032;0.0051075227;-0.0404278020;0.0406060079;-0.0051075223;0.0059393426;1.9867769994;1.0002217642;
20.6470198968;0.0404277937;0.0051075203;-0.0404277933;0.0406059992;-0.0051075202;0.0059393405;1.9867765767;1.0002215523;
20.6521929517;0.0404277903;0.0051075195;-0.0404277891;0.0406059950;-0.0051075191;0.0059393394;1.9867763661;1.0002214468;
20.6625390615;0.0404277808;0.0051075171;-0.0404277805;0.0406059863;-0.0051075170;0.0059393372;1.9867759446;1.0002212355;
20.6677121164;0.0404277775;0.0051075162;-0.0404277763;0.0406059822;-0.0051075158;0.0059393361;1.9867757346;1.0002211303;
20.6780582262;0.0404277680;0.0051075138;-0.0404277676;0.0406059735;-0.0051075137;0.0059393340;1.9867753142;1.0002209196;
20.6832312811;0.0404277647;0.0051075130;-0.0404277635;0.0406059693;-0.0051075126;0.0059393329;1.9867751048;1.0002208146;
20.6935773909;0.0404277552;0.0051075106;-0.0404277548;0.0406059607;-0.0051075105;0.0059393308;1.9867746856;1.0002206045;
20.6987504457;0.0404277519;0.0051075098;-0.0404277507;0.0406059565;-0.0051075094;0.0059393296;1.9867744768;1.0002204999;
20.7090965555;0.0404277425;0.0051075074;-0.0404277421;0.0406059479;-0.0051075073;0.0059393275;1.9867740587;1.0002202904;
20.7142696104;0.0404277392;0.0051075066;-0.0404277379;0.0406059438;-0.0051075062;0.0059393264;1.9867738505;1.0002201860;
20.7246157202;0.0404277298;0.0051075042;-0.0404277294;0.0406059352;-0.0051075041;0.0059393243;1.9867734335;1.0002199770;
20.7297887751;0.0404277265;0.0051075033;-0.0404277252;0.0406059311;-0.0051075029;0.0059393232;1.9867732259;1.0002198729;
20.7401348849;0.0404277171;0.0051075010;-0.0404277167;0.0406059225;-0.0051075009;0.0059393211;1.9867728101;1.0002196645;
20.7453079398;0.0404277138;0.0051075001;-0.0404277126;0.0406059184;-0.0051074997;0.0059393200;1.9867726030;1.0002195607;
20.7556540495;0.0404277044;0.0051074978;-0.0404277040;0.0406059099;-0.0051074977;0.0059393179;1.9867721883;1.0002193529;
20.7608271044;0.0404277012;0.0051074970;-0.0404276999;0.0406059058;-0.0051074965;0.0059393168;1.9867719817;1.0002192494;
20.7711732142;0.0404276918;0.0051074946;-0.0404276914;0.0406058972;-0.0051074945;0.0059393147;1.9867715681;1.0002190421;
20.7763462691;0.0404276886;0.0051074938;-0.0404276873;0.0406058931;-0.0051074934;0.0059393136;1.9867713621;1.0002189388;
20.7866923789;0.0404276792;0.0051074914;-0.0404276788;0.0406058846;-0.0051074913;0.0059393115;1.9867709496;1.0002187321;
20.7918654338;0.0404276761;0.0051074906;-0.0404276747;0.0406058806;-0.0051074902;0.0059393104;1.9867707442;1.0002186291;
20.8022115436;0.0404276667;0.0051074882;-0.0404276663;0.0406058721;-0.0051074881;0.0059393084;1.9867703327;1.0002184229;
20.8073845984;0.0404276635;0.0051074874;-0.0404276622;0.0406058680;-0.0051074870;0.0059393073;1.9867701278;1.0002183202;
20.8177307082;0.0404276542;0.0051074851;-0.0404276537;0.0406058596;-0.0051074850;0.0059393052;1.9867697175;1.0002181146;
20.8229037631;0.0404276510;0.0051074843;-0.0404276497;0.0406058555;-0.0051074838;0.0059393041;1.9867695131;1.0002180121;
20.8332498729;0.0404276417;0.0051074819;-0.0404276413;0.0406058471;-0.0051074818;0.0059393021;1.9867691038;1.0002178070;
20.8384229278;0.0404276386;0.0051074811;-0.0404276372;0.0406058430;-0.0051074807;0.0059393009;1.9867688999;1.0002177048;
20.8487690376;0.0404276293;0.0051074788;-0.0404276288;0.0406058346;-0.0051074787;0.0059392989;1.9867684917;1.0002175002;
20.8539420925;0.0404276261;0.0051074780;-0.0404276248;0.0406058306;-0.0051074775;0.0059392978;1.9867682884;1.0002173983;
20.8642882022;0.0404276168;0.0051074756;-0.0404276164;0.0406058222;-0.0051074755;0.0059392958;1.9867678812;1.0002171942;
20.8694612571;0.0404276137;0.0051074749;-0.0404276123;0.0406058181;-0.0051074744;0.0059392947;1.9867676784;1.0002170926;
20.8798073669;0.0404276044;0.0051074725;-0.0404276040;0.0406058098;-0.0051074724;0.0059392926;1.9867672722;1.0002168890;
20.8849804218;0.0404276014;0.0051074717;-0.0404276000;0.0406058057;-0.0051074713;0.0059392915;1.9867670699;1.0002167876;
20.8953265316;0.0404275921;0.0051074694;-0.0404275916;0.0406057974;-0.0051074693;0.0059392895;1.9867666647;1.0002165846;
20.9004995865;0.0404275890;0.0051074686;-0.0404275876;0.0406057934;-0.0051074682;0.0059392884;1.9867664630;1.0002164834;
20.9108456963;0.0404275798;0.0051074663;-0.0404275793;0.0406057851;-0.0051074662;0.0059392864;1.9867660588;1.0002162809;
20.9160187512;0.0404275767;0.0051074655;-0.0404275753;0.0406057811;-0.0051074650;0.0059392853;1.9867658575;1.0002161800;
20.9263648609;0.0404275675;0.0051074632;-0.0404275670;0.0406057727;-0.0051074630;0.0059392833;1.9867654544;1.0002159780;
20.9315379158;0.0404275645;0.0051074624;-0.0404275630;0.0406057688;-0.0051074619;0.0059392822;1.9867652536;1.0002158773;
20.9418840256;0.0404275552;0.0051074601;-0.0404275547;0.0406057605;-0.0051074599;0.0059392802;1.9867648514;1.0002156758;
20.9470570805;0.0404275522;0.0051074593;-0.0404275508;0.0406057565;-0.0051074588;0.0059392791;1.9867646512;1.0002155754;
20.9574031903;0.0404275430;0.0051074570;-0.0404275425;0.0406057482;-0.0051074569;0.0059392771;1.9867642500;1.0002153743;
20.9625762452;0.0404275400;0.0051074562;-0.0404275385;0.0406057443;-0.0051074558;0.0059392760;1.9867640502;1.0002152742;
20.9729223550;0.0404275308;0.0051074539;-0.0404275303;0.0406057360;-0.0051074538;0.0059392740;1.9867636500;1.0002150736;
20.9780954098;0.0404275278;0.0051074531;-0.0404275263;0.0406057321;-0.0051074527;0.0059392729;1.9867634507;1.0002149737;
20.9884415196;0.0404275186;0.0051074508;-0.0404275181;0.0406057238;-0.0051074507;0.0059392709;1.9867630515;1.0002147736;
20.9936145745;0.0404275157;0.0051074501;-0.0404275142;0.0406057199;-0.0051074496;0.0059392698;1.9867628527;1.0002146740;
21.0039606843;0.0404275065;0.0051074477;-0.0404275059;0.0406057117;-0.0051074476;0.0059392678;1.9867624544;1.0002144744;
21.0091337392;0.0404275035;0.0051074470;-0.0404275020;0.0406057077;-0.0051074465;0.0059392667;1.9867622561;1.0002143750;
21.0194798490;0.0404274943;0.0051074447;-0.0404274938;0.0406056995;-0.0051074446;0.0059392648;1.9867618587;1.0002141758;
21.0246529039;0.0404274914;0.0051074439;-0.0404274899;0.0406056956;-0.0051074435;0.0059392637;1.9867616609;1.0002140767;
21.0349990136;0.0404274822;0.0051074416;-0.0404274817;0.0406056874;-0.0051074415;0.0059392617;1.9867612644;1.0002138780;
21.0401720685;0.0404274794;0.0051074409;-0.0404274778;0.0406056835;-0.0051074404;0.0059392606;1.9867610671;1.0002137791;
21.0505181783;0.0404274702;0.0051074386;-0.0404274697;0.0406056754;-0.0051074385;0.0059392587;1.9867606716;1.0002135809;
21.0556912332;0.0404274673;0.0051074379;-0.0404274658;0.0406056715;-0.0051074374;0.0059392576;1.9867604747;1.0002134822;
21.0660373430;0.0404274582;0.0051074355;-0.0404274576;0.0406056633;-0.0051074354;0.0059392556;1.9867600801;1.0002132845;
21.0712103979;0.0404274553;0.0051074348;-0.0404274538;0.0406056594;-0.0051074343;0.0059392545;1.9867598837;1.0002131860;
21.0815565077;0.0404274462;0.0051074325;-0.0404274456;0.0406056513;-0.0051074324;0.0059392526;1.9867594901;1.0002129887;
21.0867295625;0.0404274433;0.0051074318;-0.0404274418;0.0406056474;-0.0051074313;0.0059392515;1.9867592941;1.0002128905;
21.0970756723;0.0404274342;0.0051074295;-0.0404274336;0.0406056393;-0.0051074294;0.0059392496;1.9867589013;1.0002126937;
21.1022487272;0.0404274314;0.0051074288;-0.0404274298;0.0406056355;-0.0051074283;0.0059392485;1.9867587059;1.0002125957;
21.1125948370;0.0404274222;0.0051074265;-0.0404274217;0.0406056274;-0.0051074263;0.0059392465;1.9867583140;1.0002123993;
21.1177678919;0.0404274194;0.0051074258;-0.0404274178;0.0406056235;-0.0051074252;0.0059392455;1.9867581190;1.0002123015;
21.1281140017;0.0404274103;0.0051074235;-0.0404274098;0.0406056154;-0.0051074233;0.0059392435;1.9867577280;1.0002121056;
21.1332870566;0.0404274075;0.0051074228;-0.0404274059;0.0406056116;-0.0051074222;0.0059392424;1.9867575334;1.0002120080;
